,Day_length,Tmax,Tmin,Tavg,ResultSpeed,ResultDir,AvgSpeed,Sunset,Sunrise,Heat,Depart,DewPoint,WetBulb,Cool,PrecipTotal,StnPressure,Latitude,Longitude,Month,Day_length_exp,Tavg_shift,Heat_exp,Cool_shift,Tmax_shift,Tmin_shift,Depart_shift,ResultSpeed_shift,ResultDir_exp,PrecipTotal_exp,WetBulb_exp,Species_CULEX ERRATICUS,Species_CULEX PIPIENS,Species_CULEX PIPIENS/RESTUANS,Species_CULEX RESTUANS,Species_CULEX SALINARIUS,Species_CULEX TARSALIS,Species_CULEX TERRITANS,WnvPresent
15799,51480,87.5,70.0,79.0,4.55,31.0,6.85,1907,449,0.0,5,53.45788043478261,71.5,14.0,0.04,29.27,41.974089,-87.824812,8,53621.41518987342,79.0,0.03825949367088608,14.0,87.5,70.0,5.0,2.9999999999999964,18.18620253164557,0.15089715189873534,63.54778481012658,0,1,0,0,0,0,0,0.1186817410378087
15928,51480,87.5,70.0,79.0,4.55,31.0,6.85,1907,449,0.0,5,53.45788043478261,71.5,14.0,0.04,29.27,41.98196400000001,-87.812827,8,53604.073074267064,79.0,0.037949651578881284,14.0,87.5,70.0,5.0,4.549999999999996,18.289974260782216,0.14999905832130167,63.61218532236801,0,1,0,0,0,0,0,0.1044673314598788
15934,51480,87.5,70.0,79.0,4.55,31.0,6.85,1907,449,0.0,5,53.45788043478261,71.5,14.0,0.04,29.27,41.944869,-87.832763,8,53603.2732977722,79.0,0.03793536240978977,14.0,87.5,70.0,5.0,4.549999999999996,18.29475996234704,0.1499576404141835,63.61515531848133,0,0,1,0,0,0,0,0.10417177680917447
15936,51480,87.5,70.0,79.0,4.55,31.0,6.85,1907,449,0.0,5,53.45788043478261,71.5,14.0,0.04,29.27,41.944869,-87.832763,8,53603.006839430265,79.0,0.03793060174436845,14.0,87.5,70.0,5.0,4.549999999999996,18.29635439543201,0.14994384137541658,63.61614482022966,0,1,0,0,0,0,0,0.11658314832162962
15944,51480,87.5,70.0,79.0,4.55,31.0,6.85,1907,449,0.0,5,53.45788043478261,71.5,14.0,0.04,29.27,42.011601,-87.81150600000002,8,53601.94167450613,79.0,0.03791157102539981,14.0,87.5,70.0,5.0,4.549999999999996,18.3027281279398,0.14988867983694032,63.62010034493572,0,1,0,0,0,0,0,0.10029773528759213
15976,51480,87.5,70.0,79.0,4.55,31.0,6.85,1907,449,0.0,5,53.45788043478261,71.5,14.0,0.04,29.27,41.801498,-87.763416,8,53597.69168179258,79.0,0.037835638730675344,14.0,87.5,70.0,5.0,4.549999999999996,18.328159228891533,0.14966858609250874,63.635882831570385,0,1,0,0,0,0,0,0.10945441994478093
16014,51480,87.5,70.0,79.0,4.55,31.0,6.85,1907,449,0.0,5,53.45788043478261,71.5,14.0,0.04,29.27,41.662014,-87.72460799999998,8,53592.66687480488,79.0,0.037745863253200125,14.0,87.5,70.0,5.0,4.549999999999996,18.358226662503906,0.14940836715579214,63.654542616297206,0,0,1,0,0,0,0,0.10110897957336298
16016,51480,87.5,70.0,79.0,4.55,31.0,6.85,1907,449,0.0,5,53.45788043478261,71.5,14.0,0.04,29.27,41.662014,-87.72460799999998,8,53592.40307173628,79.0,0.03774115002809515,14.0,87.5,70.0,5.0,4.549999999999996,18.3598052069676,0.14939470562527382,63.6555222576013,0,1,0,0,0,0,0,0.11320167939122179
16080,51480,87.5,70.0,79.0,4.55,31.0,6.85,1907,449,0.0,5,53.45788043478261,71.5,14.0,0.04,29.27,41.916265,-87.800515,8,53583.996020148,79.0,0.037590945836701695,14.0,87.5,70.0,5.0,4.549999999999996,18.410111311485604,0.14895933088738314,63.686742118027496,0,1,0,0,0,0,0,0.10747107377528199
16105,51480,87.5,70.0,79.0,4.55,31.0,6.85,1907,449,0.0,5,53.45788043478261,71.5,14.0,0.04,29.27,41.682587,-87.707973,8,53580.73016267231,79.0,0.03753259654787036,14.0,87.5,70.0,5.0,4.549999999999996,18.42965354526264,0.1487902024090406,63.698869986340505,0,1,0,0,0,0,0,0.10399523157260995
16185,51480,87.5,70.0,79.0,4.55,31.0,6.85,1907,449,0.0,5,53.45788043478261,71.5,14.0,0.04,29.27,41.921177,-87.79518,8,53570.34721364141,79.0,0.03734709007784505,14.0,87.5,70.0,5.0,4.549999999999996,18.491783022365006,0.14825250216236285,63.73742740640059,0,1,0,0,0,0,0,0.10434363793255656
16257,51480,87.5,70.0,79.0,4.55,31.0,6.85,1907,449,0.0,5,53.45788043478261,71.5,14.0,0.04,29.27,41.923738,-87.785288,8,53561.08992496002,79.0,0.037181695165457,14.0,87.5,70.0,5.0,4.549999999999996,18.54717677451101,0.14777309632181093,63.77180465001845,0,1,0,0,0,0,0,0.10022757786735904
16297,51480,87.5,70.0,79.0,4.55,31.0,6.85,1907,449,0.0,5,53.45788043478261,71.5,14.0,0.04,29.27,41.94016,-87.794896,8,53555.98232912014,79.0,0.03709044054485213,14.0,87.5,70.0,5.0,4.549999999999996,18.577739599950913,0.14750859001104435,63.790771873849536,0,1,0,0,0,0,0,0.10128105313260406
16401,51480,87.5,70.0,79.0,4.55,31.0,6.85,1907,449,0.0,5,53.45788043478261,71.5,14.0,0.04,29.27,41.778297,-87.752411,8,53542.81916839409,79.0,0.03685526155346909,14.0,87.5,70.0,5.0,4.549999999999996,18.656505304231192,0.14682691135227394,63.8396537007682,0,1,0,0,0,0,0,0.10593467473253385
16417,51480,87.5,70.0,79.0,4.55,31.0,6.85,1907,449,0.0,5,53.45788043478261,71.5,14.0,0.04,29.27,41.759346,-87.745602,8,53540.80886831528,79.0,0.036819344621756615,14.0,87.5,70.0,5.0,4.549999999999996,18.668534535266172,0.14672280423924938,63.84711901571446,0,1,0,0,0,0,0,0.10581943813106101
16431,51480,87.5,70.0,79.0,4.55,31.0,6.85,1907,449,0.0,5,53.45788043478261,71.5,14.0,0.04,29.27,41.797616,-87.797894,8,53539.05306718597,79.0,0.03678797468354431,14.0,87.5,70.0,5.0,4.549999999999996,18.67904089581305,0.1466318768257057,63.853639240506325,0,0,1,0,0,0,0,0.10744950928512188
16433,51480,87.5,70.0,79.0,4.55,31.0,6.85,1907,449,0.0,5,53.45788043478261,71.5,14.0,0.04,29.27,41.797616,-87.797894,8,53538.80248265791,79.0,0.036783497626871116,14.0,87.5,70.0,5.0,4.549999999999996,18.680540343190945,0.14661889984179116,63.85456979432883,0,1,0,0,0,0,0,0.120199808081638
16439,51480,87.5,70.0,79.0,4.55,31.0,6.85,1907,449,0.0,5,53.45788043478261,71.5,14.0,0.04,29.27,41.781416,-87.77653199999996,8,53538.05109489051,79.0,0.03677007299270073,14.0,87.5,70.0,5.0,4.549999999999996,18.685036496350364,0.14657998783454962,63.8573600973236,0,0,1,0,0,0,0,0.10193930367528214
16441,51480,87.5,70.0,79.0,4.55,31.0,6.85,1907,449,0.0,5,53.45788043478261,71.5,14.0,0.04,29.27,41.781416,-87.77653199999996,8,53537.80075416617,79.0,0.03676560029193529,14.0,87.5,70.0,5.0,4.549999999999996,18.68653448485586,0.14656702347646244,63.85828974577302,0,1,0,0,0,0,0,0.11411935662637758
16535,51480,87.5,70.0,79.0,4.55,31.0,6.85,1907,449,0.0,5,53.45788043478261,71.5,14.0,0.04,29.27,41.776156,-87.778927,8,53526.1030478955,79.0,0.03655660377358489,14.0,87.5,70.0,5.0,4.549999999999996,18.75653120464441,0.1459612360909526,63.90172955974842,0,0,1,0,0,0,0,0.10287808626531708
16537,51480,87.5,70.0,79.0,4.55,31.0,6.85,1907,449,0.0,5,53.45788043478261,71.5,14.0,0.04,29.27,41.776156,-87.778927,8,53525.85560527272,79.0,0.03655218285161446,14.0,87.5,70.0,5.0,4.549999999999996,18.75801185149353,0.14594842181642229,63.90264844600314,0,1,0,0,0,0,0,0.115156066785624
16689,51480,87.5,70.0,79.0,4.55,31.0,6.85,1907,449,0.0,5,53.45788043478261,71.5,14.0,0.04,29.27,41.772846,-87.740029,8,53507.223487118026,79.0,0.036219292989814265,14.0,87.5,70.0,5.0,4.549999999999996,18.86950269622529,0.1449835230677044,63.97183942480528,0,1,0,0,0,0,0,0.10073488303447786
16712,51480,87.5,70.0,79.0,4.55,31.0,6.85,1907,449,0.0,5,53.45788043478261,71.5,14.0,0.04,29.27,41.99247800000001,-87.862995,8,53504.43367438522,79.0,0.03616944893196914,14.0,87.5,70.0,5.0,4.549999999999996,18.88619637408005,0.14483904744809345,63.9821994854305,0,0,1,0,0,0,0,0.10438238845674815
16714,51480,87.5,70.0,79.0,4.55,31.0,6.85,1907,449,0.0,5,53.45788043478261,71.5,14.0,0.04,29.27,41.99247800000001,-87.862995,8,53504.19144481005,79.0,0.03616512114866886,14.0,87.5,70.0,5.0,4.549999999999996,18.88764582710141,0.14482650314089054,63.9830990128627,0,1,0,0,0,0,0,0.11681678088696192
16720,51480,87.5,70.0,79.0,4.55,31.0,6.85,1907,449,0.0,5,53.45788043478261,71.5,14.0,0.04,29.27,41.974689,-87.890615,8,53503.46510376174,79.0,0.03615214401052569,14.0,87.5,70.0,5.0,4.549999999999996,18.8919921057353,0.14478888822438762,63.9857963040488,0,0,1,0,0,0,0,0.11680887198650938
16721,51480,87.5,70.0,79.0,4.55,31.0,6.85,1907,449,0.0,5,53.45788043478261,71.5,14.0,0.04,29.27,41.974689,-87.890615,8,53503.344097595975,79.0,0.036149982059562255,14.0,87.5,70.0,5.0,4.549999999999996,18.892716182274846,0.1447826216959685,63.986245664394204,0,0,1,0,0,0,0,0.11680287897311246
16722,51480,87.5,70.0,79.0,4.55,31.0,6.85,1907,449,0.0,5,53.45788043478261,71.5,14.0,0.04,29.27,41.974689,-87.890615,8,53503.22310590205,79.0,0.036147820367159,14.0,87.5,70.0,5.0,4.549999999999996,18.893440172217904,0.14477635591699967,63.98669497099802,0,0,1,0,0,0,0,0.11679688694322309
16723,51480,87.5,70.0,79.0,4.55,31.0,6.85,1907,449,0.0,5,53.45788043478261,71.5,14.0,0.04,29.27,41.974689,-87.890615,8,53503.10212867736,79.0,0.03614565893326956,14.0,87.5,70.0,5.0,4.549999999999996,18.894164075580004,0.14477009088734666,63.98714422386988,0,0,1,0,0,0,0,0.11679089589660914
16725,51480,87.5,70.0,79.0,4.55,31.0,6.85,1907,449,0.0,5,53.45788043478261,71.5,14.0,0.04,29.27,41.974689,-87.890615,8,53502.86021762525,79.0,0.03614133684084658,14.0,87.5,70.0,5.0,4.549999999999996,18.89561162262346,0.1447575630754505,63.98804256845629,0,1,0,0,0,0,0,0.13048809013684062
16729,51480,87.5,70.0,79.0,4.55,31.0,6.85,1907,449,0.0,5,53.45788043478261,71.5,14.0,0.04,29.27,41.974689,-87.890615,8,53502.37656903767,79.0,0.036132695756126716,14.0,87.5,70.0,5.0,4.549999999999996,18.898505678422,0.14473251643753646,63.989838613269576,0,0,0,0,0,0,0,0.10518510152535518
16730,51480,87.5,70.0,79.0,4.55,31.0,6.85,1907,449,0.0,5,53.45788043478261,71.5,14.0,0.04,29.27,41.974689,-87.890615,8,53502.255693024934,79.0,0.03613053613053613,14.0,87.5,70.0,5.0,4.549999999999996,18.899228976152045,0.14472625664933267,63.99028749028749,1,0,0,0,0,0,0,0.10517963974160677
16731,51480,87.5,70.0,79.0,4.55,31.0,6.85,1907,449,0.0,5,53.45788043478261,71.5,14.0,0.04,29.27,41.957799,-87.930995,8,53502.134831460666,79.0,0.036128376763088686,14.0,87.5,70.0,5.0,4.549999999999996,18.89995218742529,0.14471999760937038,63.9907363136505,0,0,1,0,0,0,0,0.13584721840001746
16732,51480,87.5,70.0,79.0,4.55,31.0,6.85,1907,449,0.0,5,53.45788043478261,71.5,14.0,0.04,29.27,41.957799,-87.930995,8,53502.01398434232,79.0,0.03612621765373812,14.0,87.5,70.0,5.0,4.549999999999996,18.900675312257217,0.14471373931751538,63.99118508336819,0,0,0,1,0,0,0,0.10279528838691512
16733,51480,87.5,70.0,79.0,4.55,31.0,6.85,1907,449,0.0,5,53.45788043478261,71.5,14.0,0.04,29.27,41.957799,-87.930995,8,53501.89315166727,79.0,0.03612405880243815,14.0,87.5,70.0,5.0,4.549999999999996,18.90139835066332,0.1447074817736336,63.991633799450206,0,1,0,0,0,0,0,0.15139624458667097
16737,51480,87.5,70.0,79.0,4.55,31.0,6.85,1907,449,0.0,5,53.45788043478261,71.5,14.0,0.04,29.27,41.957799,-87.930995,8,53501.40996534831,79.0,0.036115425976819215,14.0,87.5,70.0,5.0,4.549999999999996,18.904289640339343,0.14468245907515742,63.99342812761381,0,0,0,0,0,0,0,0.12261067418770545
16738,51480,87.5,70.0,79.0,4.55,31.0,6.85,1907,449,0.0,5,53.45788043478261,71.5,14.0,0.04,29.27,41.957799,-87.930995,8,53501.289204850946,79.0,0.036113268415078566,14.0,87.5,70.0,5.0,4.549999999999996,18.905012246848678,0.14467620526913105,63.99387657566163,1,0,0,0,0,0,0,0.12260443751567132
16833,51480,87.5,70.0,79.0,4.55,31.0,6.85,1907,449,0.0,5,53.45788043478261,71.5,14.0,0.04,29.27,41.743402,-87.731435,8,53489.88238089581,79.0,0.03590946893192349,14.0,87.5,70.0,5.0,4.549999999999996,18.97326838541048,0.14408548176309738,64.0362361886658,0,1,0,0,0,0,0,0.10061756404664857
16889,51480,87.5,70.0,79.0,4.55,31.0,6.85,1907,449,0.0,5,53.45788043478261,71.5,14.0,0.04,29.27,41.763733,-87.742302,8,53483.218472468914,79.0,0.03579040852575489,14.0,87.5,70.0,5.0,4.549999999999996,19.01314387211368,0.14374037892243807,64.06098283007697,0,1,0,0,0,0,0,0.10156156120602151
16977,51480,87.5,70.0,79.0,4.55,31.0,6.85,1907,449,0.0,5,53.45788043478261,71.5,14.0,0.04,29.27,41.777689,-87.749149,8,53472.83543409117,79.0,0.03560490045941807,14.0,87.5,70.0,5.0,4.549999999999996,19.075273883849693,0.14320267404876758,64.09954058192956,0,1,0,0,0,0,0,0.10174899214964112
17153,50520,77.0,61.5,69.5,3.3,10.0,3.9,1858,456,0.0,-4,53.45788043478261,62.0,4.5,0.0,29.20000000000001,41.944869,-87.832763,8,53443.71458551942,69.5,0.03523959426372858,4.5,77.0,61.5,-4.0,3.2999999999999963,19.007869884575022,0.14178238311763874,64.08962924099336,0,1,0,0,0,0,0,0.10175919396835072
17652,50520,77.0,61.5,69.5,3.3,10.0,3.9,1858,456,0.0,-4,53.45788043478261,62.0,4.5,0.0,29.20000000000001,41.797616,-87.797894,8,53361.069506599444,69.5,0.034243471364640565,4.5,77.0,61.5,-4.0,3.2999999999999963,18.75324307483148,0.13777459921826174,64.0305613776695,0,1,0,0,0,0,0,0.10775907407098553
17660,50520,77.0,61.5,69.5,3.3,10.0,3.9,1858,456,0.0,-4,53.45788043478261,62.0,4.5,0.0,29.20000000000001,41.781416,-87.77653199999996,8,53359.7825717683,69.5,0.034227959911669784,4.5,77.0,61.5,-4.0,3.2999999999999963,18.749278070324443,0.13771219070267682,64.02964158314931,0,1,0,0,0,0,0,0.10227684633471922
17757,50520,77.0,61.5,69.5,3.3,10.0,3.9,1858,456,0.0,-4,53.45788043478261,62.0,4.5,0.0,29.20000000000001,41.776156,-87.778927,8,53344.27075121072,69.5,0.03404099560761347,4.5,77.0,61.5,-4.0,3.2999999999999963,18.701486653902467,0.13695996170739808,64.01855501745692,0,1,0,0,0,0,0,0.10372461728946927
17935,50520,77.0,61.5,69.5,3.3,10.0,3.9,1858,456,0.0,-4,53.45788043478261,62.0,4.5,0.0,29.20000000000001,41.99247800000001,-87.862995,8,53316.242194469225,69.5,0.033703166815343445,4.5,77.0,61.5,-4.0,3.2999999999999963,18.61513157894737,0.13560074710080147,63.99852252453167,0,1,0,0,0,0,0,0.10617565042531468
17941,50520,77.0,61.5,69.5,3.3,10.0,3.9,1858,456,0.0,-4,53.45788043478261,62.0,4.5,0.0,29.20000000000001,41.974689,-87.890615,8,53315.30710065768,69.5,0.033691896109686766,4.5,77.0,61.5,-4.0,3.2999999999999963,18.61225058521904,0.13555540073570255,63.99785419685654,0,0,1,0,0,0,0,0.10619987510429169
17943,50520,77.0,61.5,69.5,3.3,10.0,3.9,1858,456,0.0,-4,53.45788043478261,62.0,4.5,0.0,29.20000000000001,41.974689,-87.890615,8,53314.995541685246,69.5,0.03368814088274632,4.5,77.0,61.5,-4.0,3.2999999999999963,18.61129068212216,0.1355402920196152,63.99763152028533,0,1,0,0,0,0,0,0.11883363902897257
17949,50520,77.0,61.5,69.5,3.3,10.0,3.9,1858,456,0.0,-4,53.45788043478261,62.0,4.5,0.0,29.20000000000001,41.957799,-87.930995,8,53314.06128133705,69.5,0.033676880222841224,4.5,77.0,61.5,-4.0,3.2999999999999963,18.60841225626741,0.13549498607242202,63.996963788300846,0,0,1,0,0,0,0,0.1238182135822066
17951,50520,77.0,61.5,69.5,3.3,10.0,3.9,1858,456,0.0,-4,53.45788043478261,62.0,4.5,0.0,29.20000000000001,41.957799,-87.930995,8,53313.75,69.5,0.03367312834224598,4.5,77.0,61.5,-4.0,3.2999999999999963,18.607453208556148,0.13547989081996298,63.99674131016042,0,1,0,0,0,0,0,0.1382237656734333
17955,50520,77.0,61.5,69.5,3.3,10.0,3.9,1858,456,0.0,-4,53.45788043478261,62.0,4.5,0.0,29.20000000000001,41.957799,-87.930995,8,53313.12764535532,69.5,0.033665627088438406,4.5,77.0,61.5,-4.0,3.2999999999999963,18.60553575406549,0.13544971040320647,63.99629650256182,0,0,0,0,0,0,0,0.11163521357880614
17956,50520,77.0,61.5,69.5,3.3,10.0,3.9,1858,456,0.0,-4,53.45788043478261,62.0,4.5,0.0,29.20000000000001,41.957799,-87.930995,8,53312.97210001671,69.5,0.03366375229715431,4.5,77.0,61.5,-4.0,3.2999999999999963,18.60505652391825,0.13544216739989834,63.99618533162555,1,0,0,0,0,0,0,0.11163493626349902
18368,50340,78.0,66.0,72.5,3.05,7.5,4.9,1856,457,0.0,0,53.45788043478261,63.0,7.5,0.03,29.14,41.944869,-87.832763,8,53248.79960803528,72.5,0.032908704883227176,7.5,78.0,66.0,0.0,3.0499999999999963,18.39082149273232,0.13265909956992794,63.9599052751919,0,1,0,0,0,0,0,0.10419995166892626
18448,50340,78.0,66.0,72.5,3.05,7.5,4.9,1856,457,0.0,0,53.45788043478261,63.0,7.5,0.03,29.14,41.662014,-87.72460799999998,8,53236.186243156815,72.5,0.03276600357742967,7.5,78.0,66.0,0.0,3.0499999999999963,18.343595858854137,0.13221394113502208,63.95574285869153,0,1,0,0,0,0,0,0.1017589956380653
18865,50340,78.0,66.0,72.5,3.05,7.5,4.9,1856,457,0.0,0,53.45788043478261,63.0,7.5,0.03,29.14,41.797616,-87.797894,8,53172.171101452346,72.5,0.03204176826036256,7.5,78.0,66.0,0.0,3.0499999999999963,18.103917099544155,0.1299546803774041,63.934617831018755,0,1,0,0,0,0,0,0.11151373476829485
18873,50340,78.0,66.0,72.5,3.05,7.5,4.9,1856,457,0.0,0,53.45788043478261,63.0,7.5,0.03,29.14,41.781416,-87.77653199999996,8,53170.970647451526,72.5,0.03202818692381053,7.5,78.0,66.0,0.0,3.0499999999999963,18.099422485959522,0.129912313235144,63.93422168061884,0,1,0,0,0,0,0,0.10588100009931499
18969,50340,78.0,66.0,72.5,3.05,7.5,4.9,1856,457,0.0,0,53.45788043478261,63.0,7.5,0.03,29.14,41.776156,-87.778927,8,53156.64417501319,72.5,0.03186610437532947,7.5,78.0,66.0,0.0,3.0499999999999963,18.045782814971002,0.1294066947812402,63.929493937796536,0,1,0,0,0,0,0,0.10758978912948161
19152,50340,78.0,66.0,72.5,3.05,7.5,4.9,1856,457,0.0,0,53.45788043478261,63.0,7.5,0.03,29.14,41.99247800000001,-87.862995,8,53129.73215684226,72.5,0.03156163525296298,7.5,78.0,66.0,0.0,3.0499999999999963,17.94502166762387,0.128456899702405,63.92061295880541,0,1,0,0,0,0,0,0.11053433942068823
19158,50340,78.0,66.0,72.5,3.05,7.5,4.9,1856,457,0.0,0,53.45788043478261,63.0,7.5,0.03,29.14,41.974689,-87.890615,8,53128.8584999217,72.5,0.03155175113523672,7.5,78.0,66.0,0.0,3.0499999999999963,17.941750613288793,0.12842606607861395,63.92032465159977,0,0,1,0,0,0,0,0.11057292604182495
19159,50340,78.0,66.0,72.5,3.05,7.5,4.9,1856,457,0.0,0,53.45788043478261,63.0,7.5,0.03,29.14,41.974689,-87.890615,8,53128.71294363257,72.5,0.03155010438413361,7.5,78.0,66.0,0.0,3.0499999999999963,17.941205636743213,0.12842092901879773,63.92027661795407,0,0,1,0,0,0,0,0.11057489832885294
19160,50340,78.0,66.0,72.5,3.05,7.5,4.9,1856,457,0.0,0,53.45788043478261,63.0,7.5,0.03,29.14,41.974689,-87.890615,8,53128.5674025364,72.5,0.03154845780491623,7.5,78.0,66.0,0.0,3.0499999999999963,17.94066071708157,0.1284157924951811,63.92022858932207,0,0,1,0,0,0,0,0.11057687044081733
19161,50340,78.0,66.0,72.5,3.05,7.5,4.9,1856,457,0.0,0,53.45788043478261,63.0,7.5,0.03,29.14,41.974689,-87.890615,8,53128.42187663083,72.5,0.03154681139755767,7.5,78.0,66.0,0.0,3.0499999999999963,17.94011585429496,0.12841065650768005,63.920180565702964,0,0,1,0,0,0,0,0.11057884237774099
19166,50340,78.0,66.0,72.5,3.05,7.5,4.9,1856,457,0.0,0,53.45788043478261,63.0,7.5,0.03,29.14,41.974689,-87.890615,8,53127.6944748787,72.5,0.03153858193770543,7.5,78.0,66.0,0.0,3.0499999999999963,17.93739239317577,0.128384984608972,63.91994052277352,0,1,0,0,0,0,0,0.12367293241541553
19167,50340,78.0,66.0,72.5,3.05,7.5,4.9,1856,457,0.0,0,53.45788043478261,63.0,7.5,0.03,29.14,41.974689,-87.890615,8,53127.54904006678,72.5,0.03153693656093489,7.5,78.0,66.0,0.0,3.0499999999999963,17.93684787145242,0.12837985183640266,63.91989252921535,0,1,0,0,0,0,0,0.12367510406194022
19173,50340,78.0,66.0,72.5,3.05,7.5,4.9,1856,457,0.0,0,53.45788043478261,63.0,7.5,0.03,29.14,41.957799,-87.930995,8,53126.676749765305,72.5,0.03152706790445395,7.5,78.0,66.0,0.0,3.0499999999999963,17.93358193386878,0.12834906644415184,63.91960467299468,0,0,1,0,0,0,0,0.12884844055957143
